Series,Code
Trade in Services(replaces 1.A.B) : Imports/Debits : Brazil : nsa,GGPR
Trade in Services(replaces 1.A.B) : Imports/Debits : Canada : nsa,GGPS
Trade in Services(replaces 1.A.B) : Imports/Debits : USA : nsa,GGPU
Trade in Services(replaces 1.A.B) : Imports/Debits : China : nsa,GGPX
Trade in Services(replaces 1.A.B) : Imports/Debits : Hong Kong : nsa,GGPY
Trade in Services(replaces 1.A.B) : Imports/Debits : India : nsa,GGPZ
Trade in Services(replaces 1.A.B) : Imports/Debits : Japan : nsa,GGQC
BoP: Current Account: Services: Total Balance: Switzerland: nsa,GGRO
BoP: Current Account: Services: Total Balance: Russia,GGRS
BoP: Current Account: Services: Total Balance: Brazil,GGRW
BoP: Current Account: Services: Total Balance: Canada: CPNSA,GGRX
BoP: Current Account: Services: Total Balance: USA: nsa,GGRZ
BoP: Current Account: Services: Total Balance: China,GGSC
BoP: Current Account: Services: Total Balance: Hong Kong,GGSD
BoP: Current Account: Services: Total Balance: India,GGSE
BoP: Current Account: Services: Total Balance: Japan: nsa,GGSH
Difference between GDP(E) and GDP(A) MP (SA CP) £m,GIXM
Statistical discrepancy (income) £m,GIXQ
Difference between GDP(Expenditure) and GDP(Average) MP(CVM SA) £m,GIXS
RW uses: D74 to LG: Current Grants from RW to LG: NSA CP,GNK9
Local Govt: AF.22N9 A: Dep with Rest of World Level: Total: CP NSA,GO55
LG asset: F.22N9 Dep with Rest of world: Flow: Total: CP NSA,GO56
Secondary Income (Credits) Other EU Receipts: CPSA,GTTA
Secondary Income (Balance) Total of which EU Institutions:CP SA,GTTB
Pink Book - Table 8.1 Capital Account (Credits) Regional Development Fund,GTTX
Capital Account (Credits)Total of which EU Institutions: CP SA,GTTY
Secondary Income : Exports/Credits : Switzerland : nsa,GXWI
Secondary Income : Exports/Credits : Russia : nsa,GXWM
Secondary Income : Exports/Credits : Brazil : nsa,GXWQ
Secondary Income : Exports/Credits : Canada : nsa,GXWR
Secondary Income : Exports/Credits : USA : nsa,GXWT
Secondary Income : Exports/Credits : China : nsa,GXWW
Seconday Income : Exports/Credits : Hong Kong : nsa,GXWX
Secondary Income : Exports/Credits : India : nsa,GXWY
Secondary Income : Exports/Credits : Japan : nsa,GXXB
Secondary Income : Imports/Debits : Switzerland : nsa,GXYN
Secondary Income : Imports/Debits : Russia : nsa,GXYR
Secondary Income : Imports/Debits : Brazil : nsa,GXYV
Secondary Income : Imports/Debits : Canada : nsa,GXYW
Secondary Income : Imports/Debits : USA : nsa,GXYY
Secondary Income : Imports/Debits : China : nsa,GXZB
Secondary Income: Imports/Debits: Hong Kong NSA,GXZC
Secondary Income : Imports/Debits : India : nsa,GXZD
Secondary Income : Imports/Debits : Japan : nsa,GXZG
BoP: Current Account: Current Transfer: Balance: Switzerland: nsa,GZCH
BoP: Current Account: Current Transfer: Balance: Russia,GZCL
BoP: Current Account: Current Transfer: Balance: Brazil,GZCP
BoP: Current Account: Current Transfer: Balance: Canada,GZCQ
BoP: Current Account: Current Transfer: Balance: USA: nsa,GZCS
BoP: Current Account: Current Transfer: Balance: China,GZCV
BoP: Current Account: Current Transfer: Balance: Hong Kong,GZCW
BoP: Current Account: Current Transfer: Balance: India,GZCX
BoP: Current Account: Current Transfer: Balance: Japan,GZDA
S11 F.1 B102: Other changes in volume,H286
S12 F.1 B102: Other changes in volume,H287
S11 F.1 B103: Nominal holding gains/losses,H28B
S12 F.1 B103: Nominal holding gains/losses,H28C
NPISH (S.15): Dividends (D.421): Resources: Current price: £m: SA,H2FI
ESA:PC:LI:LEVEL:Other UK equity,H4O6
CG:AS:LEVEL:Other UK equity,H4O7
ESA:GG:AS:LEVEL:Other UK equity,H4O9
Transfers credits: Other Sectors EC budget: social fund (D75): CP NSA,H5U2
Transfers credits: Other Sectors EC budget: social fund (D75): CP SA,H5U3
"NPISH (S.15): Disposable income, gross (B.6g): Uses/Resources: Current price: £m: NSA",HAAJ
NPISH (S.15): Property income (D.4): Resources: Current price: £m: NSA,HAAO
NPISH (S.15): Interest (D.41): Resources: Current price: £m: NSA,HAAP
NPISH (S.15): Other investment income (D.44): Resources: Current price: £m: NSA,HAAU
"NPISH (S.15): Current taxes on income, wealth, etc (D.5): Uses: Current price: £m: NSA",HAAW
Households (S.14): Changes in net worth due to gross saving and capital transfers (B.10.1g): Assets/Liabilities: CP: £m: NSA,HABD
"Households (S.14): Balance of primary incomes, gross / National income, gross (B.5g) Uses/Resources: Current price: £m: NSA",HABL
"Households (S.14): Operating Surplus, gross (B.2g) Resources: Current price: £m: NSA",HABM
"Households (S.14): Disposable income, gross (B.6g): UsesResources: Current price: £m: NSA",HABN
NPISH (S.15): Other current transfers (D.7): Resources: Current price: £m: NSA,HABP
Households (S.14): Total uses/resources from the allocation of primary income account (T.II.1.2: TU/TR): Current price: £m: NSA,HABQ
NPISH (S.15): Net non-life insurance premiums (D.71): Uses: Current price: £m: NSA,HABR
NPISH (S.15): Non-life insurance claims (D.72): Resources: Current price: £m: NSA,HABS
NPISH (S.15): Miscellaneous current transfers (D.75): Resources: Current price: £m: NSA,HABT
NPISH (S.15): Changes in net worth due to gross saving and capital transfers (B.10.1g): Assets/Liabilities: Current price: £m: NSA,HABU
"NPISH (S.15): Operating Surplus, gross (B.2g): Resources: Current price: £m: NSA",HABV
"NPISH (S.15): Capital transfers, receivable (D.9r): Liabilities: Current price: £m: NSA",HABW
"NPISH (S.15): Adjusted disposable income, gross (B.7g): Uses/Resources: Current price: £m: NSA",HABX
"NPISH (S.15): Investment grants, receivable (D.92r): Liabilities: Current price: £m: NSA",HABZ
"NPISH (S.15): Balance of primary incomes, gross / National income, gross (B.5g): Uses/Resources: Current price: £m: NSA",HACC
NPISH (S.15): Acquisition less disposals of non-produced / non-financial assets (NP): Assets: Current price: £m: NSA,HACD
Households (S.14): Social transfers in kind (D.63) Resources: Current price: £m: NSA,HACL
NPISH (S.15): Changes in inventories (P.52): Assets: Current price: £m: NSA,HACO
NPISH (S.15): Total uses/resources from the allocation of primary income account (T.II.1.2: TU/TR): Current price: £m: NSA,HACQ
Households(S.14): Total uses/resources from the use of adjusted disposable income account (T.II.4.2 : TU:TR):CP:£m:NSA,HACR
Households (S.14): Property income (D.4) Uses: Current price: £m: NSA,HACX
Households (S.14): Interest (D.41) Uses: Current price: £m: NSA,HACY
Households (S.14): Rent (D.45) Uses: Current price: £m: NSA,HACZ
"Households (S.14): Saving, gross (B.8g): £million: Current price: Not seasonally adjusted",HADA
NPISH (S.15): Property income (D.4): Uses: Current price: £m: NSA,HADB
NPISH (S.15): Interest (D.41): Uses: Current price: £m: NSA,HADC
Households (S.14): Net social contributions (D.61): Uses: Current price: £m: NSA,HADI
Households (S.14): Other current transfers (D.7): Uses: Current price: £m: NSA,HADO
Households (S.14): Miscellaneous current transfers (D.75): Uses: Current price: £m: NSA,HADP
"Households (S.14): Capital transfers, payable (D.9p): Liabilities: Current price: £m: NSA",HADR
"Households (S.14): Other capital transfers, payable (D.99p): Liabilities: Current price: £m: NSA",HADS
NPISH (S.15): Other current transfers (D.7): Uses: Current price: £m: NSA,HADT
UK (S.1): Compensation of employees (D.1) Uses: Current price: £m,HAEA
Households (S.14): Compensation of employees (D.1) Resources: Current price: £m: NSA,HAEB
Households (S.14): Wages and salaries (D.11) Resources: Current price: £m: NSA,HAEC
Households (S.14): Employers' social contribution (D.12) Resources: Current price: £m: NSA,HAED
HH & NPISH (S.14 + S.15): Social transfers in kind (D.63): Uses: Current price: £m: NSA,HAEK
Households (S.14): Total uses/resources from the secondary distribution of income account (T.II.2: TU/TR): Current price:£m:NSA,HAXD
"Households (S.14): Mixed Income, gross (B.3g) Resources: Current price: £m: NSA",HAXH
NPISH (S.15): Total uses/resources from the secondary distribution of income account (T.II.2: TU/TR): Current price: £m: NSA,HAXL
Households (S.14): Property income (D.4) Resources: Current price: £m: NSA,HAXU
Households (S.14): Interest (D.41) Resources: Current price: £m: NSA,HAXV
Households (S.14): Distributed income of corporations (D.42) Resources: Current price: £m: NSA,HAXW
Households (S.14): Withdrawals from income of quasi-corporations (D.422) Resources: Current price: £m: NSA,HAXY
"Households (S.14): Current taxes on income, wealth, etc (D.5): Uses: Current price: £m: NSA",HAYC
Households (S.14): Taxes on income (D.51): Uses: Current price: £m: NSA,HAYD
NPISH (S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: SA,HAYE
Final Consumption Expenditure of NPISHs CVM SA £m,HAYO
Households (S.14): Social benefits other than social transfers in kind (D.62): Resources: Current price: £m: NSA,HAYP
"Households (S.14): Adjusted disposable income, gross (B.7g) Uses: Current price: £m: NSA",HAYT
Households (S.14): Social assistance benefits in cash (D.623): Resources: Current price: £m: NSA,HAYU
Households (S.14): Other current transfers (D.7): Resources: Current price: £m: NSA,HAYV
Households (S.14): Total uses/resources from the use of disposable income account (T.II.4.1: TU/TR): Current price: £m: NSA,HAYW
Households (S.14): Net non-life insurance premiums (D.71): Uses: Current price: £m: NSA,HAYX
Households (S.14): Non-life insurance claims (D.72): Resources: Current price: £m: NSA,HAYY
Households (S.14): Miscellaneous current transfers (D.75): Resources: Current price: £m: NSA,HAYZ
Households (S.14): Adjustment for the change in pension entitlements (D.8) Resources: Current price: £m: NSA,HAZA
"Households (S.14): Capital transfers, receivable (D.9r): Liabilities: Current price: £m: NSA",HAZC
"Households (S.14): Investment grants, receivable (D.92r): Liabilities: Current price: £m: NSA",HAZF
"Households (S.14): Other capital transfers, receivable (D.99r): Liabilities: Current price: £m: NSA",HAZG
"NPISH (S.15): Saving, gross (B.8g): Uses/Liability: Current price: £m: NSA",HAZI
Households (S.14): Acquisition less disposals of non-produced / non-financial assets (NP): Assets: Current price: £m: NSA,HAZJ
Households (S.14): Changes in inventories (P.52): Assets: Current price: £m: NSA,HAZU
BoP IIP OI Liabilities Other excluding technical reserves NSA £m,HBMV
BoP FA total Asset flows NSA £m,HBNR
BoP FA total Liability flows NSA £m,HBNS
BoP FA total Net flows NSA £m,HBNT
BoP Current Account Balance NSA £m,HBOG
BoP Primary Income Credits SA £m,HBOH
BoP Primary Income Debits SA £m,HBOI
BoP Primary Income Balance SA £m,HBOJ
BoP Investment Income Credits SA £m,HBOK
BoP Investment Income Debits SA £m,HBOL
BoP Investment Income Balance SA £m,HBOM
BoP Current Account Balance SA £m,HBOP
BoP: FA: Reserve assets: Monetary gold: 4 810: CP NSA:£m,HBOX
BoP: FA: Reserve assets: Special drawing rights: 4 820: CP NSA:£m,HBOY
BoP: FA: Reserve assets: Reserve position in the Fund: 4 830: CP NSA:£m,HBOZ
BoP: FA: Reserve assets: Currency & deposits: 4 845: CP NSA:£m,HBPB
BoP: FA: Reserve assets: Currency & deposits:central banks s:4 850: CP NSA:£m,HBPC
BoP: FA: Reserve assets: Currency & deposits with banks: 4 855: CP NSA:£m,HBPD
BoP: FA: Reserve assets: Other assets: Total securities: NSA £m,HBPE
BoP: FA: Reserve assets: Currency & deposits:long term: CP NSA:£m,HBPG
BoP: FA: Reserve assets: Currency & deposits:short term:CP NSA:£m,HBPH
BoP IIP Asset level NSA £m,HBQA
BoP IIP Liability level NSA £m,HBQB
BoP IIP Net NSA £m,HBQC
BoP IIP PI Liabilities level Banks equity NSA £m,HBQD
BoP FA PI Assets flow Banks equity securities NSA £m,HBQG
BoP FA Liability flow total LA securities NSA £m,HBQT
BoP FA PI Liability flows total CD's NSA £m,HBQX
BoP FA PI Asset flows IP debt securities NSA £m,HBRF
BoP FA PI Asset flows OFI's debt securities NSA £m,HBRH
BoP FA PI Asset flows HH debt securities NSA £m,HBRI
BoP FA PI Asset flows OFI's Commercial Paper NSA £m,HBRL
BoP FA PI Liability flow bonds and notes issued by other sectors NSA £m,HBRT
BoP FA PI Liability flow MFI's commercial paper NSA £m,HBRU
BoP FA PI Liability flows CG bonds and notes NSA £m,HBRX
BoP FA OI Asset flows long term trade credit NSA £m,HBRZ
BoP FA OI Asset flows long term loans NSA £m,HBSG
FDI : Balance : Total FDI : Level of Equity Capital & Reinvested Earnings : £m,HBSH
BoP FA OI Asset flows Other Assets excluding securities dealers NSA £m,HBSK
BoP FA OI Asset flow PC's short-term assets abroad NSA £m,HBSR
BoP FA OI Liability flows total long-term loans NSA £m,HBSZ
BoP FA OI Liability flows short-term loans to CG NSA £m,HBTA
BoP FA OI Liability flows short-term loans to LA NSA £m,HBTB
BoP FA OI Liability flows total short-term loans NSA £m,HBTC
BoP IIP PI Asset level investment in bonds and notes by IP's NSA £m,HBUM
FDI : Inward : Total FDI : Equity Capital & Reinvested Earnings : nsa : £m,HBUY
FDI : Inward : Total NFC & FCs : Level of Other Capital due from parent:nsa:£m,HBVA
FDI : Inward : Total NFC & FCs : Level of Other Capital due to parent : nsa:£m,HBVB
BoP FA PI Equity and investment fund shares NSA £m,HBVI
BoP FA PI Asset flows IP transactions in CP NSA £m,HBVK
BoP FA OI Asset flows total currency and deposits NSA £m,HBVN
BoP IIP OI Asset level total currency and deposits NSA £m,HBVS
BoP IIP OI Liability level total long-term trade credit NSA £m,HBWC
FDI : Balance : Total FDI : Net Transactions in Equity Capital : nsa : £m,HBWN
FDI : Balance : Total FDI : Net Reinvested Earnings : nsa : £m,HBWT
BoP FA PI net flows in equity securities NSA £m,HBWV
BoP FA PI net flows in debt securities NSA £m,HBWX
BoP IIP OI Asset level total deposits NSA £m,HBXS
BoP FA OI Asset flow total deposits NSA £m,HBXV
BoP IIP PI Asset level IP Commercial paper NSA £m,HBXX
BoP FA OI Liability flow total deposits NSA £m,HBXY
BoP IIP OI Liability level total deposits NSA £m,HBYA
BoP IIP Liability level total MFIs NSA £m,HBYJ
BoP: IIP: Liabs: Investment in BGS (exchange reserves): CP NSA,HCCH
BoP FA OI asset flow total deposits by MFI's NSA £m,HCES
BoP FA PI liability flow PC bonds NSA £m,HCEW
BoP IIP OI Assets CG long-term loans NSA £m,HCFN
BoP: IIP: Assets: long term loans under ECGO: Level: CP NSA:£m,HCFQ
BoP IIP OI Assets short-term trade credit NSA £m,HCGB
BoP IIP reserve assets monetary gold NSA £m,HCGD
BoP IIP reserve assets special drawing rights NSA £m,HCGE
BoP IIP reserve assets reserve position in the fund NSA £m,HCGF
FDI : Outward : Property : Total Investment Level : £m,HCHP
BoP IIP PI Asset level HH investment in bonds and notes NSA £m,HCJC
BoP IIP OI Asset level trade credit other sectors NSA £m,HCLK
BoP IIP Liabilities level total other sectors NSA £m,HCON
BoP IIP PI Asset level total OFI's investment in bonds and notes NSA £m,HCOR
BoP Inc PI credits total equity NSA £m,HCPL
BoP FA OI Assets long-term advances and progress payments NSA £m,HCQK
FDI : Inward : Property : Total Investment Level : CP NSA : £m,HCQM
BoP IIP net level total MFIs NSA £m,HDIJ
BoP IIP net level total other sectors NSA £m,HDKB
BoP FA OI Liability flow total deposits with MFIs NSA £m,HDKE
BoP IIP OI Liability level total deposits with MFIs NSA £m,HDKG
FDI : Outward : Total NFC & FCs : Re-invested Earnings : nsa : £m,HDNY
FDI : Outward : Total NFC & FCs : Purchase of Ordinary Shares : nsa : £m,HDOA
FDI : Outward : Total NFC & FCs : Sales of Ordinary Shares : nsa : £m,HDOC
FDI : Outward : Total NFC & FCs : Purchases of Preference Shares : nsa : £m,HDOD
FDI : Outward : Total NFC & FCs : Sales of Preference Shares : nsa : £m,HDOE
FDI : Outward : Total NFC & FCs : Change in ICCA balance due to paren : nsa : £m,HDOF
FDI : Outward : Total NFC & FCs : Change in ICCA balance due from parent :nsa:£m,HDOG
FDI : Outward : Total NFC & FCs : Change in B/HO debt due to parent : nsa : £m,HDOI
FDI : Outward : Total NFC & FCs : Change in B/HO debt due from parent : nsa : £m,HDOJ
Non-Fin Corp (S11): Reinvested earnings on foreign direct investment (D.43): Use: Current price: £million: NSA,HDVB
PR/NF:NSA:Resource:Reinvested Earnings on Direct Foreign Investment,HDVR
BoP FA OI Assets flow total foreign notes & coin NSA £m,HEOV
BoP IIP OI Assets level total foreign notes & coin NSA £m,HEOX
BoP FA PI Liability flow total gilts:£m,HEPC
BoP FA PI Asset flow total Bonds and Notes NSA £m,HEPK
BoP IIP PI Asset level total Bonds and Notes NSA £m,HEPW
BoP IIP PI Asset level total equity NSA £m,HEPX
BoP: IIP: Liabs: O'seas holdings of BGS by Foreign residents :CP NSA: £m,HEQF
BoP: FA: Asset: Other investment:Other sectors L-T:4 726(CDC loans& other pre84),HETB
BoP FA OI Asset flow other sectors foreign notes & coin NSA £m,HETF
BoP FA OI Asset flow inter-government loans in the UK NSA £m,HEUC
BoP FA OI Liability flow deposits with UK CG NSA £m,HEUN
BoP: IIP: Liabs: Overseas holdings of BGS: total: CP NSA: £m,HEWD
BoP IIP PI Liability level CG FC bond and notes NSA £m,HEWE
BoP IIP PI Liability level PC bonds NSA £m,HEWM
BoP:IIP:Assets:OI:Loans:Oth Sectors: Tot CDCs: World,HEWZ
BoP IIP OI Asset level subscriptions to EIB NSA £m,HEXX
BoP: IIP: Liabs: Central Government official short-term liabilities #m: CP NSA,HEYH
